name,average_user_rating,num_user_ratings,min_players,max_players,min_playtime,max_playtime,price_au,price_ca,price_uk
Unlock!: Escape Adventures – Squeek & Sausage,3.4038054968287526,43.0,1,6,45,75,20.95,14.82,12.99
Epic Spell Wars of the Battle Wizards: Duel at Mt. Skullzfyre,2.7688888888888874,72.0,2,6,30,45,46.99,26.95,0.00
Letter Jam,3.75,32.0,2,6,30,60,27.99,16.89,12.49
Dragonwood,3.0980392156862746,51.0,2,4,15,30,24.99,21.95,10.99
Wasabi!,3.1034482758620694,58.0,2,4,30,45,0.00,387.64,0.00
Kingdomino: Age of Giants,3.6363636363636362,33.0,2,5,15,20,31.99,25.95,12.65
Niagara,3.1855345911949686,53.0,3,5,30,45,0.00,0.00,0.00
Good Cop Bad Cop,2.994444444444444,60.0,4,8,10,20,29.99,18.95,22.29
Omen: A Reign of War,3.6842105263157894,38.0,2,2,30,30,0.00,44.99,26.79
Lords of Xidit,3.2533849129593815,47.0,3,5,90,90,0.00,147.77,32.99
Fury of Dracula (Second Edition),3.3000000000000003,50.0,2,5,120,180,0.00,0.00,0.00
Choose Your Own Adventure: House of Danger,3.0714285714285725,42.0,1,8,60,120,35.99,27.95,14.98
A Study in Emerald,3.409090909090909,22.0,2,5,90,90,0.00,0.00,0.00
Defenders of the Realm,3.4047619047619055,42.0,1,4,90,120,0.00,0.00,0.00
Pictionary,2.6800000000000006,75.0,3,16,90,90,41.99,19.97,8.05
The Werewolves of Miller's Hollow,3.070175438596491,57.0,8,18,20,30,17.99,9.76,6.99
Crown of Emara,4.037037037037036,27.0,1,4,45,75,54.99,29.99,36.79
Rivals for Catan,3.1914893617021267,47.0,2,2,30,90,49.99,31.49,18.79
Arctic Scavengers,3.3913043478260874,46.0,2,5,45,60,0.00,0.00,0.00
Kitchen Rush,3.4722222222222228,36.0,1,4,30,45,71.99,64.95,35.81
Coconuts,3.4146341463414633,41.0,2,4,15,30,0.00,32.95,0.00
Eclipse: Rise of the Ancients Expansion,3.9999999999999996,31.0,2,9,84,96,0.00,0.00,25.85
Catacombs (Third Edition),3.6428571428571423,28.0,2,5,30,90,0.00,76.95,0.00
Twilight Imperium: Third Edition - Shattered Empire,4.125,32.0,3,6,180,240,0.00,0.00,0.00
HeroQuest,3.2765957446808507,47.0,2,5,90,90,0.00,0.00,0.00
Dogs of War,3.903225806451613,31.0,3,5,,,0.00,0.00,0.00
Council of 4,3.6527777777777772,36.0,2,4,40,75,74.99,62.00,51.91
The Speicherstadt,3.422222222222222,45.0,2,5,45,45,0.00,44.95,0.00
Gold West,3.8484848484848486,33.0,2,2,45,45,0.00,51.95,0.00
Pick-Omino Board Game,3.0545454545454542,55.0,2,7,20,20,0.00,0.00,13.00
"Unmatched: Battle of Legends, Volume One",3.9999999999999996,24.0,2,4,20,40,0.00,37.95,44.99
Shadowrun: Crossfire,3.4,40.0,1,4,30,60,0.00,176.18,0.00
Lord of The Rings Expansion : Friends & Foes,3.4,25.0,,,,,0.00,0.00,0.00
Vinhos,3.5384615384615383,39.0,2,4,60,135,0.00,338.20,0.00
Power Grid: Factory Manager,3.3265306122448983,49.0,2,5,60,60,0.00,42.95,27.93
Renegade,3.84,25.0,1,5,30,90,0.00,0.00,0.00
Lost Cities Board Game,3.1599999999999993,50.0,2,4,30,60,0.00,35.91,0.00
La Granja: No Siesta,3.428571428571428,42.0,1,4,30,45,0.00,28.95,0.00
The Great Heartland Hauling Co.,3.2127659574468086,47.0,2,4,30,45,0.00,18.95,0.00
Smash Up: Pretty Pretty Smash Up,3.414634146341464,41.0,2,2,45,60,27.99,17.59,15.69
Winner'S Circle,3.4186046511627914,43.0,,,,,0.00,76.95,0.00
Attika,3.4168797953964196,46.0,2,4,45,60,0.00,0.00,0.00
Chrononauts,2.947368421052632,57.0,1,6,18,48,29.99,25.79,15.10
Space Cadets: Dice Duel,3.2154150197628453,46.0,4,8,30,30,0.00,69.40,0.00
Bob Ross the Art of Chill,3.325581395348837,43.0,2,4,30,30,0.00,24.77,0.00
A Game of Thrones: The Card Game (Second Edition),3.2142857142857135,42.0,2,4,60,120,0.00,41.95,30.49
Myrmes,3.631578947368421,38.0,2,4,60,120,64.99,50.95,46.10
Notre Dame: 10th Anniversary,3.628571428571429,35.0,2,5,45,75,0.00,43.95,0.00
Le Havre: The Inland Port,3.2666666666666675,45.0,2,2,30,45,0.00,0.00,0.00
TZAAR,3.9354838709677415,31.0,2,2,30,60,0.00,32.95,29.32
Masmorra: Dungeons of Arcadia,3.3902439024390243,41.0,1,5,60,90,84.99,120.14,58.18
Zombies!!!,2.4871794871794877,78.0,2,6,60,90,0.00,26.95,0.00
In the Hall of the Mountain King,4.08695652173913,23.0,2,5,75,90,0.00,57.30,0.00
Jaws,3.8333333333333335,24.0,2,4,60,60,61.99,32.95,0.00
Small World: Cursed,3.4054054054054057,37.0,0,0,0,0,0.00,12.74,0.00
CO₂: Second Chance,3.739130434782609,23.0,1,4,60,120,0.00,109.99,9.49
Troyes: The Ladies of Troyes,4.3809523809523805,21.0,2,4,90,90,0.00,46.74,15.89
Spartacus: A Game of Blood and Treachery,3.341463414634146,41.0,3,4,120,180,0.00,45.95,0.00
Thunderstone Advance: Towers of Ruin,3.476190476190476,42.0,1,5,45,45,0.00,358.58,0.00
Exit: The Game - The Polar Station,3.2045454545454546,44.0,1,6,60,120,21.99,13.89,10.00
Tragedy Looper,3.121951219512195,41.0,2,4,120,150,0.00,54.99,33.11
Loony Quest,3.571428571428571,35.0,2,5,20,30,0.00,0.00,17.89
Ulm,3.468864468864469,39.0,2,4,45,75,0.00,41.95,38.49
Zombie Fluxx,2.4936708860759493,79.0,2,6,10,40,21.99,13.95,10.49
Mint Delivery,3.0465116279069764,43.0,1,5,15,30,0.00,15.95,11.63
Gentes,3.583333333333333,36.0,2,4,75,120,0.00,51.99,33.95
Pictomania,3.5833333333333326,36.0,3,6,20,40,27.99,17.95,13.49
Sankt Petersburg,3.6470588235294117,34.0,2,5,60,60,0.00,0.00,0.00
"Machi Koro: Bright Lights, Big City",2.9750445632798566,51.0,2,2,30,30,0.00,125.01,0.00
Drop It,3.540540540540541,37.0,2,4,20,30,32.99,27.95,22.49
Coffee Roaster,3.7083333333333335,24.0,1,1,10,30,64.99,42.95,23.99
Exit: The Game - The Forgotten Island,3.583333333333333,36.0,1,6,60,120,21.99,13.89,10.00
Automobile,3.589743589743589,39.0,2,2,45,45,0.00,0.00,0.00
Telestrations: 12 Player Party Pack,3.4749999999999996,40.0,4,12,30,30,0.00,30.97,14.40
Witness,3.4,35.0,4,4,15,15,0.00,0.00,0.00
Sons of Anarchy: Men of Mayhem,3.3421052631578956,38.0,3,4,60,60,0.00,19.95,0.00
ZÈRTZ,3.5384615384615383,39.0,2,2,18,30,0.00,30.95,0.00
Eldritch Horror: Strange Remnants Expansion,3.8965517241379306,29.0,1,8,120,240,35.99,28.56,17.49
Impulse,3.3529411764705883,34.0,2,6,30,60,0.00,49.27,0.00
Lord of the Rings: The Confrontation,3.75,36.0,,,,,0.00,410.55,0.00
Sleuth,3.567567567567567,37.0,3,7,30,30,0.00,23.95,0.00
Hannibal: Rome vs. Carthage,3.8437499999999996,32.0,2,2,40,200,0.00,428.30,0.00
Funemployed,3.1999999999999997,45.0,2,20,30,30,0.00,0.00,15.99
Star Trek: Catan,3.5,38.0,3,4,75,90,87.99,51.19,44.75
Catan: Junior,3.2045454545454537,44.0,2,4,30,30,0.00,29.95,25.85
Pax Renaissance,3.863636363636364,22.0,2,4,60,120,0.00,206.26,0.00
Blood Rage: 5th Player Expansion,3.8518518518518516,27.0,2,5,60,90,39.99,0.00,25.06
Blue Moon,3.2222222222222223,45.0,2,2,30,30,0.00,0.00,0.00
Space Empires 4X,3.722222222222222,27.0,1,4,90,240,109.99,74.95,53.49
The Bottle Imp,3.4615384615384603,39.0,2,4,30,45,0.00,18.95,13.00
Cleopatra And The Society of Architects,3.2558139534883717,43.0,3,5,60,60,99.99,0.00,52.99
Battleship,2.1188118811881194,101.0,2,2,30,30,21.99,19.95,4.79
Flamme Rouge: Peloton,4.238095238095237,21.0,1,12,30,60,56.99,0.00,17.79
Cerebria: The Inside World,3.9583333333333335,24.0,1,4,60,180,33.99,107.79,17.29
Dice Hospital,3.5161290322580636,31.0,1,4,45,90,84.99,54.95,31.99
Terra Mystica: Fire & Ice,4.083333333333333,24.0,2,5,90,120,71.99,49.95,36.95
Dungeon Twister,3.5000000000000004,38.0,2,2,60,60,0.00,0.00,0.00
Zendo,3.5999999999999996,35.0,3,5,60,75,0.00,38.95,35.80
Village Port Expansion,3.9230769230769234,26.0,2,5,90,120,49.99,0.00,0.00
Rattus,3.27906976744186,43.0,2,2,45,45,44.99,0.00,0.00
Oh My Goods! Longsdale in Revolt,3.8400000000000003,25.0,1,4,30,45,0.00,13.95,9.87
Love Letter (2019 Edition),4.16,25.0,2,6,20,20,17.99,11.95,8.99
Mahjong,3.3023255813953485,43.0,3,4,120,120,0.00,0.00,0.00
Space Cadets,3.116279069767442,43.0,3,6,78,102,0.00,596.68,0.00
Paris Connection,3.4102564102564106,39.0,3,6,30,30,0.00,0.00,0.00
Unlock! The House on the Hill,3.469594594594595,37.0,1,6,45,75,0.00,0.00,0.00
Smash Up: It's Your Fault,3.37037037037037,27.0,2,2,45,60,35.99,22.89,20.49
Kashgar: Merchants of the Silk Road,3.677419354838709,31.0,2,4,45,60,0.00,56.19,0.00
Skip-Bo,2.4520547945205475,73.0,2,6,20,20,14.99,12.99,0.00
Viral,3.434285714285714,35.0,2,5,60,90,0.00,43.95,42.07
Coal Baron,3.4324324324324325,37.0,2,4,60,75,49.99,0.00,0.00
Revolution!,3.2391304347826084,46.0,3,4,60,60,0.00,0.00,0.00
The Expanse,3.769230769230769,26.0,2,4,45,90,0.00,46.95,0.00
Archaeology: The Card Game,3.372093023255814,43.0,2,4,20,20,0.00,0.00,0.00
Spirits of The Wild,3.5666666666666664,30.0,2,2,30,30,0.00,0.00,0.00
Hawaii,3.312925170068027,42.0,2,5,90,90,0.00,64.83,0.00
Starcraft: The Board Game,3.4999999999999996,36.0,2,6,180,240,0.00,0.00,0.00
Exit: The Game - The Forbidden Castle,3.358974358974359,39.0,1,6,60,120,21.99,13.89,10.00
Indian Summer,3.4999999999999996,34.0,1,4,15,60,73.99,47.95,28.00
Disney Villainous: Wicked to the Core,3.96,25.0,2,3,40,60,67.99,32.95,23.85
Crypt,3.166666666666667,42.0,1,4,20,35,24.99,30.92,13.42
Dominion: Adventures,4.0,26.0,2,4,30,45,64.99,40.95,31.79
The Adventurers: The Temple of Chac,3.1999999999999997,45.0,2,6,45,45,0.00,57.95,0.00
The Chameleon,3.1219512195121952,41.0,3,8,15,15,0.00,19.95,0.00
Megaland,3.236842105263158,38.0,2,5,20,20,0.00,22.95,21.48
La Citta,3.424999999999999,40.0,2,5,120,120,0.00,189.70,0.00
Monty Python Fluxx,2.693548387096775,62.0,2,6,30,42,27.99,18.95,13.43
Werewords Deluxe Edition,3.5497835497835495,33.0,2,20,10,10,0.00,24.95,0.00
Star Realms: Crisis - Events,3.383928571428571,24.0,2,2,20,20,5.99,61.23,0.00
Betrayal at Baldur's Gate,3.289473684210525,38.0,3,6,60,75,0.00,48.95,32.95
Elder Sign: Unseen Forces Expansion,3.7931034482758625,29.0,1,8,60,60,31.99,24.89,18.79
Survive: Escape from Atlantis! 5-6 Player Mini Expansion,3.375,32.0,2,6,45,45,13.99,9.95,13.99
Codenames: Deep Undercover,3.181818181818181,44.0,4,8,15,30,0.00,18.95,15.29
Container: 10th Anniversary Jumbo Edition,3.9200000000000004,25.0,3,5,75,90,169.99,0.00,0.00
Smash Up: Monster Smash,3.3529411764705883,34.0,2,2,45,60,27.99,18.95,15.74
Egizia,3.380952380952381,42.0,2,4,90,90,0.00,0.00,0.00
Joking Hazard,2.7586206896551726,58.0,3,10,30,90,41.99,25.59,27.95
Battlestar Galactica: The Board Game - Pegasus,3.7586206896551726,29.0,3,6,120,180,0.00,599.99,0.00
Carcassonne: The City,3.6562500000000004,32.0,2,4,30,45,0.00,199.99,0.00
SORRY! Sliders,2.9534313725490198,51.0,1,4,15,30,0.00,19.95,0.00
Container,3.209302325581395,43.0,3,5,60,90,0.00,0.00,0.00
Star Fluxx,2.771929824561403,57.0,2,5,6,30,21.99,14.95,10.49
Exit: The Game - The Sunken Treasure,3.4857142857142858,35.0,1,6,60,120,19.95,13.89,10.00
Porta Nigra,3.518518518518518,27.0,2,4,75,120,0.00,96.37,33.49
Battle Sheep,3.1860465116279073,43.0,2,4,15,15,0.00,24.95,19.29
Gears Of War,3.5937500000000004,32.0,1,4,60,180,0.00,0.00,0.00
The Battle of Five Armies,3.92,25.0,,,,,127.99,0.00,0.00
Set a Watch,3.8888888888888893,27.0,1,4,20,60,0.00,43.89,24.68
Amyitis,3.347826086956521,23.0,2,4,60,120,0.00,39.79,37.82
Mafia de Cuba,3.068181818181819,44.0,6,12,15,30,39.99,34.62,17.49
Lockup: A Roll Player Tale,3.5333333333333328,30.0,1,5,45,90,71.99,46.89,33.20
Castles of Mad King Ludwig: Secrets Expansion,3.580645161290322,31.0,1,4,90,120,44.99,28.95,20.79
Merlin,3.3636363636363638,33.0,2,4,75,75,0.00,67.95,0.00
Calimala,3.5937500000000004,32.0,3,5,45,75,0.00,52.95,0.00
Sheriff of Nottingham: Merry Men,3.670222222222222,25.0,3,6,60,90,0.00,30.47,20.58
Caylus Magna Carta,3.142857142857143,42.0,2,4,45,75,0.00,0.00,0.00
The Flow of History,3.1794871794871806,39.0,2,5,60,90,24.99,20.95,21.48
Shadows of Brimstone: City of the Ancients,3.7037037037037037,27.0,1,4,60,90,0.00,109.95,0.00
Greed,3.0739130434782616,46.0,2,5,30,30,16.99,0.00,16.99
Unstable Unicorns,2.722222222222222,51.0,2,8,30,45,37.99,19.98,18.30
Werewolf,3.1238273921200754,41.0,8,24,30,60,13.99,0.00,0.00
Startups,3.5555555555555554,27.0,3,7,20,20,0.00,22.95,15.00
Fresco Big Box,3.7333333333333325,30.0,2,4,60,75,0.00,84.95,71.61
GIPF,3.571428571428571,35.0,2,2,30,60,0.00,29.95,23.95
Ticket to Ride: Rails & Sails,3.7931034482758617,29.0,2,5,60,120,54.99,89.89,32.79
Fearsome Floors,3.1860465116279078,43.0,2,7,60,60,0.00,39.95,33.57
Rook,3.2564102564102564,39.0,2,6,45,45,0.00,7.49,0.00
Magic: The Gathering - Arena of the Planeswalkers,2.9999999999999996,42.0,2,5,60,75,0.00,41.95,0.00
Indigo,3.355555555555555,36.0,2,4,30,30,0.00,0.00,0.00
Camel Up: Supercup Expansion,3.678571428571429,28.0,2,10,30,45,0.00,101.62,15.21
Carcassonne: Expansion 5 - Abbey & Mayor,3.399999999999999,35.0,2,6,30,45,23.99,18.95,13.79
Dominion: Guilds,3.849137931034482,29.0,2,4,30,30,0.00,0.00,0.00
Timeline: Diversity,3.268292682926829,41.0,2,8,15,30,0.00,40.16,0.00
Plague Inc. The Board Game,3.5882352941176467,34.0,1,4,60,60,57.99,43.95,23.99
Race for the Galaxy: The Brink of War,3.5806451612903225,31.0,1,6,60,75,36.99,22.95,18.79
Path of Light and Shadow,3.986666666666667,25.0,2,4,60,120,74.99,68.95,0.00
Luxor,3.74074074074074,27.0,2,4,45,45,44.99,52.95,0.00
Santiago,3.5,36.0,3,5,75,75,0.00,0.00,0.00
Kraftwagen,3.5625,32.0,2,2,75,75,0.00,0.00,0.00
Tiny Epic Defenders (Second Edition),3.8148148148148144,27.0,1,4,30,45,0.00,25.99,0.00
Chimera Station,3.4545454545454546,33.0,2,4,90,120,0.00,48.95,49.23
GoodCritters,3.6206896551724133,29.0,4,4,30,30,0.00,24.95,18.79
7 Wonders: Babel,3.3225806451612905,31.0,2,8,30,45,62.99,48.99,21.82
Unlock!: Mystery Adventures – The Tonipal's Treasure,3.4343434343434343,33.0,1,6,45,75,19.99,16.99,23.19
Royals,3.5454545454545454,33.0,2,5,60,90,0.00,49.95,0.00
Smash Up: Cease and Desist,3.3333333333333335,21.0,2,2,45,60,35.99,22.95,19.99
Hansa,3.342105263157895,38.0,2,4,60,60,0.00,0.00,0.00
Mission: Red Planet,3.285714285714286,42.0,2,6,45,90,0.00,0.00,0.00
Pirate's Cove,2.882352941176471,51.0,3,5,60,90,0.00,532.88,0.00
Zombicide: Green Horde,3.9200000000000004,25.0,1,6,60,60,134.99,97.89,89.51
Formula Dé,3.104166666666666,48.0,2,10,120,120,0.00,0.00,0.00
Bloodborne: The Card Game,3.236842105263158,38.0,3,5,30,45,49.99,33.14,26.79
Reykholt,3.1818181818181817,33.0,1,4,30,60,74.99,47.95,30.00
SpaceCorp,3.761904761904762,21.0,1,4,60,240,0.00,0.00,0.00
Labyrinth: The War on Terror 2001-?,3.574712643678161,29.0,1,2,180,225,119.99,64.95,51.29
Mastermind,2.5757575757575766,66.0,2,2,20,20,0.00,37.31,0.00
Guildhall,3.1136363636363638,44.0,2,2,30,30,0.00,146.18,0.00
Keyper,3.529761904761904,28.0,2,4,90,120,74.99,79.95,51.95
Go Nuts for Donuts!,3.042553191489361,47.0,2,6,20,30,24.99,16.97,10.88
T.I.M.E Stories: Under the Mask,3.607142857142857,28.0,2,4,60,90,41.99,33.99,15.79
Blokus 3D,3.4054054054054057,37.0,2,4,15,20,0.00,245.63,0.00
Traders of Osaka,3.2702702702702697,37.0,2,4,30,45,0.00,33.99,0.00
Reavers of Midgard,3.6956521739130435,23.0,2,4,75,90,79.99,59.95,45.86
Oceanos,3.0136054421768708,42.0,2,5,30,45,49.99,37.95,0.00
Pandemic: Rising Tide,3.620689655172414,29.0,2,5,45,60,61.99,54.89,35.49
A Touch of Evil: The Supernatural Game,3.4722222222222223,36.0,2,8,60,120,0.00,0.00,35.80
New Bedford,3.3823529411764706,34.0,1,4,75,90,0.00,37.95,67.79
Maximum Apocalypse,3.666666666666667,30.0,1,6,45,90,0.00,48.01,64.79
Spyfall 2,3.1842105263157894,38.0,3,8,15,30,32.99,22.95,18.99
Mamma Mia,3.113636363636364,44.0,2,5,30,30,0.00,0.00,7.00
Maharaja: The Game of Palace Building in India,3.709677419354839,31.0,2,5,90,120,0.00,0.00,0.00
Coup Rebellion G54,3.2727272727272725,33.0,3,6,15,15,43.99,27.95,20.99
Manhattan,3.441176470588235,34.0,2,4,45,60,0.00,34.95,0.00
Carcassonne: The River II,3.4722222222222228,36.0,2,6,60,60,0.00,42.49,0.00
Dungeon Fighter,3.0714285714285707,42.0,1,6,30,45,49.99,0.00,0.00
Wyatt Earp,3.2564102564102555,39.0,2,4,48,60,0.00,174.54,0.00
Arkadia,3.3076923076923075,39.0,2,4,45,60,0.00,0.00,0.00
New Angeles,3.3870967741935485,31.0,4,6,120,240,0.00,62.89,44.95
Android,3.441176470588235,34.0,3,5,120,240,0.00,249.99,49.23
Level 7: Omega Protocol,3.6666666666666665,27.0,2,6,60,90,0.00,129.95,0.00
Cartagena,3.2631578947368416,42.0,2,5,45,45,47.99,33.95,0.00
The Prodigals Club,3.3874999999999997,32.0,2,5,40,100,0.00,103.33,29.49
Fortune and Glory: The Cliffhanger Game,3.294117647058824,34.0,1,8,90,96,0.00,0.00,0.00
Eldritch Horror: Mountains of Madness Expansion,3.958333333333333,24.0,1,8,120,240,69.99,77.18,44.75
Dutch Blitz,3.0,43.0,2,4,1,15,15.99,9.67,0.00
Exploding Kittens: Imploding Kittens,3.0999999999999996,40.0,2,6,15,0,12.99,19.94,5.59
Takenoko: Chibis,3.68,25.0,2,4,45,60,24.99,29.99,14.49
Campy Creatures,3.4687499999999996,32.0,2,5,20,30,21.99,0.00,12.79
CO₂,3.33235294117647,34.0,1,5,120,120,0.00,0.00,0.00
Stop Thief,3.4838709677419355,31.0,1,4,30,45,39.99,100.82,0.00
Piepmatz,3.714285714285714,28.0,2,4,20,40,0.00,18.69,0.00
Time's Up!,3.4,35.0,4,18,60,120,0.00,17.95,0.00
Elder Sign: Gates of Arkham Expansion,3.4666666666666663,30.0,1,8,90,120,35.99,24.89,18.79
Star Trek: Ascendancy,3.5384615384615383,26.0,3,3,180,210,0.00,92.95,47.49
Ultimate Werewolf: Deluxe Edition,3.3611111111111103,36.0,5,75,30,60,0.00,23.95,0.00
Skull King,3.461538461538462,26.0,2,6,30,30,0.00,8.90,0.00
Dice Settlers,3.2258064516129035,31.0,1,4,60,90,79.99,52.95,21.95
Ghost Blitz,3.225,40.0,2,8,20,20,0.00,13.95,10.79
Hammer of the Scots,3.6551724137931036,29.0,2,2,120,180,0.00,86.95,0.00
Tiny Epic Defenders,3.025,40.0,1,4,30,45,0.00,25.95,19.79
Star Wars: The Card Game,3.333333333333333,33.0,2,2,30,60,0.00,42.49,0.00
Compounded,3.249350649350649,35.0,2,5,30,90,47.99,31.95,17.61
Star Trek Panic,3.3874680306905374,34.0,1,6,90,90,0.00,78.69,0.00
Sunset Over Water,3.5,30.0,1,4,20,30,36.99,22.95,22.37
Hit Z Road,3.3333333333333335,33.0,1,4,30,60,0.00,24.82,23.03
Black Sonata,3.7142857142857144,21.0,1,1,30,30,0.00,0.00,0.00
Dragonfire,3.5000000000000004,24.0,2,6,60,90,84.99,56.95,20.50
The Others,3.4,30.0,2,5,90,90,0.00,99.48,83.25
Tribune: Primus Inter Pares,3.580645161290323,31.0,2,5,60,60,0.00,218.00,0.00
Summoner Wars: Alliances Master Set,3.814814814814815,27.0,2,4,45,60,0.00,0.00,0.00
Merkator,3.383838383838384,33.0,,,,,0.00,0.00,0.00
Dominion: Empires,4.095238095238095,21.0,2,6,20,30,69.99,42.95,0.00
Tajemnicze Domostwo,3.195121951219512,41.0,2,7,30,60,0.00,0.00,0.00
Sylvion,3.3793103448275854,29.0,1,2,30,45,36.99,25.49,18.49
Bausack,3.0975609756097553,41.0,2,8,15,45,0.00,0.00,0.00
Kingsburg (Second Edition),3.8636363636363633,22.0,2,5,90,120,0.00,63.74,0.00
Firenze,3.76,25.0,2,4,60,60,89.99,65.95,48.33
Martian Dice Game,3.0476190476190474,42.0,2,99,10,10,0.00,43.81,0.00
A Game of Thrones (first edition),3.2982456140350873,57.0,3,5,180,180,0.00,0.00,0.00
Dale of Merchants 2,3.428571428571429,28.0,2,4,20,40,0.00,24.95,0.00
Puerto Rico (with two expansions),3.8374384236453207,29.0,2,5,90,150,0.00,49.95,38.99
My First Carcassonne,3.8275862068965525,29.0,2,4,10,20,47.99,37.95,27.95
Custom Heroes,3.2571428571428567,35.0,2,6,45,60,0.00,25.95,22.99
Timeline: Events,3.292682926829268,41.0,2,8,15,15,14.99,9.99,8.95
Middle Earth Quest,3.620689655172414,29.0,2,4,180,180,0.00,0.00,0.00
Machi Koro: Deluxe Edition,3.2432432432432434,37.0,2,5,30,30,0.00,396.15,0.00
Castell,3.576923076923077,26.0,2,4,60,90,0.00,47.95,0.00
Galaxy Trucker: The Big Expansion,3.8641304347826093,23.0,2,5,60,90,77.99,28.95,25.95
Shadows Over Camelot: Merlin's Company,3.7307692307692313,26.0,3,8,60,90,0.00,33.99,0.00
World Without End,3.515151515151515,33.0,2,4,90,120,0.00,0.00,40.28
Beyond Balderdash,3.0697674418604652,43.0,2,6,45,45,38.99,148.47,0.00
Escape Room: The Game,3.4375000000000004,32.0,3,5,60,60,51.45,41.89,0.00
Rallyman: GT,3.7391304347826093,23.0,1,6,45,60,0.00,44.95,35.49
Trapwords,3.6296296296296298,27.0,4,4,30,45,26.99,16.95,11.99
Ikusa,3.454545454545454,33.0,2,5,240,360,0.00,0.00,0.00
Massive Darkness,3.233333333333334,30.0,1,6,90,180,159.99,114.08,107.42
World of Warcraft: The Board Game,3.424242424242424,33.0,2,6,180,180,0.00,1083.79,0.00
Warsaw: City of Ruins,3.692307692307692,26.0,2,4,45,60,49.99,43.95,0.00
Trains: Rising Sun,3.3686868686868685,33.0,2,4,45,45,81.99,54.95,34.99
Bottom of the 9th,3.026315789473684,38.0,1,2,5,20,0.00,18.95,16.79
Checkers,2.3333333333333335,72.0,2,2,30,30,0.00,9.95,6.99
Evolution: The Beginning,3.025641025641025,39.0,2,5,30,40,41.99,28.95,20.79
Conan,3.444444444444444,27.0,2,5,60,90,0.00,136.58,0.00
Agents of SMERSH,3.4516129032258056,31.0,1,4,90,90,0.00,0.00,0.00
Archer: Once You Go Blackmail,3.2780748663101607,22.0,2,4,20,30,0.00,226.44,0.00
Tales & Games: The Hare and the Tortoise,3.1470588235294112,34.0,2,5,15,20,0.00,22.95,20.58
Sonar,3.2187500000000004,32.0,2,4,30,30,0.00,26.03,22.79
Grifters,3.419354838709677,31.0,2,4,30,45,32.99,12.36,0.00
Maria,3.68,25.0,2,3,90,300,0.00,0.00,0.00
Cinque Terre,3.678571428571428,28.0,2,5,60,60,0.00,0.00,0.00
Thunder & Lightning,3.592592592592592,27.0,2,2,45,60,39.99,0.00,0.00
Cthulhu Realms,3.0512820512820515,39.0,2,4,30,45,27.99,33.85,0.00
Ascension: Storm of Souls,3.53125,32.0,2,6,30,45,49.99,0.00,0.00
Menara,3.714285714285714,21.0,1,4,10,60,0.00,74.60,26.85
Here I Stand,4.045454545454546,22.0,3,6,180,360,144.99,361.99,0.00
Oltre Mare,3.1739130434782608,23.0,2,5,60,60,0.00,113.93,0.00
Pioneer Days,3.2258064516129026,31.0,2,4,45,60,0.00,53.95,47.49
Automania,3.3703703703703707,27.0,2,4,60,90,0.00,0.00,0.00
Louis XIV,3.1666666666666665,36.0,2,4,75,100,0.00,0.00,0.00
Rory's Story Cubes,3.026315789473684,38.0,1,8,15,30,0.00,9.95,7.79
Spring Meadow,3.6799999999999997,25.0,1,4,15,60,0.00,48.95,34.99
Copenhagen,3.5600000000000005,25.0,2,4,20,40,0.00,55.95,34.79
Odin's Ravens,3.3636363636363633,33.0,2,2,30,30,0.00,0.00,13.49
Trash Pandas,3.257142857142857,35.0,2,4,15,20,17.99,10.97,0.00
Rack-O,2.904761904761904,42.0,2,4,45,45,0.00,54.12,0.00
Starfarers of Catan,3.3750000000000004,32.0,3,4,90,150,129.99,109.95,64.99
Domaine,3.419354838709678,31.0,2,4,60,60,0.00,0.00,0.00
San Marco,3.4375000000000004,32.0,3,4,90,90,0.00,0.00,0.00
Awkward Guests,3.636363636363636,22.0,2,8,45,75,0.00,49.95,30.99
Vasco Da Gama,3.2666666666666666,30.0,2,4,60,120,0.00,0.00,0.00
Manila,3.375,32.0,3,5,60,60,0.00,0.00,0.00
Timeline: Music and Cinema,3.2666666666666657,30.0,2,8,15,30,0.00,191.53,0.00
Thunder Alley,3.4482758620689657,29.0,2,7,60,90,0.00,62.95,0.00
Qwinto,3.3793103448275863,29.0,2,6,15,30,19.99,13.95,0.00
Dead Last,2.883720930232557,43.0,6,12,45,90,0.00,23.95,0.00
Carson City: Big Box,3.9999999999999996,21.0,2,6,90,180,0.00,119.95,75.95
Babel,3.1904761904761902,35.0,2,2,45,60,0.00,0.00,0.00
Click Clack Lumberjack,3.1052631578947376,38.0,2,7,10,15,24.99,19.95,16.29
Nuns on the Run,3.0256410256410247,39.0,2,8,45,45,0.00,38.95,0.00
Love Letter Adventure Time,3.6551724137931036,29.0,2,4,20,20,0.00,0.00,0.00
Power Grid: France/Italy,4.142857142857142,21.0,2,6,120,150,19.99,13.95,11.79
Vikings Gone Wild,3.4642857142857144,28.0,2,4,45,90,0.00,41.95,30.99
SteamRollers,3.387096774193548,31.0,1,5,30,45,0.00,47.95,42.07
Pass the Pigs,2.4166666666666665,60.0,2,10,30,30,24.99,14.36,8.99
Quests of Valeria,3.4880952380952372,28.0,1,5,30,45,29.99,21.95,22.37
Power Grid: China / Korea Expansion,3.9565217391304346,23.0,2,6,120,150,19.99,13.95,11.95
